tweet_id,handle,retweet_count,text,mined_at,created_at
1226314543334350848,Donald J. Trump,20720,"Can’t say I mind the fact that the great people of West Virginia are furious at their puppet Democrat Senator, Joe… https://t.co/zOkh9b6jqe",2020-02-12 14:18:37.532375,Sun Feb 09 01:19:05 +0000 2020
1226308565557706753,Donald J. Trump,23690,Law Enforcement has been notified. Be careful tough guys who you play with! https://t.co/1Pq0hOrzy2,2020-02-12 14:18:37.532377,Sun Feb 09 00:55:20 +0000 2020
1226296531113955331,Donald J. Trump,11388,"Great lineup on @FoxNews tonight with @JesseBWatters, @JudgeJeanine and &amp; @greggutfeld. All starts at 8:00 P.M. Wil… https://t.co/nkeaZqLm1j",2020-02-12 14:18:37.532379,Sun Feb 09 00:07:31 +0000 2020
1226295073182244864,Donald J. Trump,11120,"RT @WhiteHouse: 7 MILLION brand new jobs under President @realDonaldTrump! 💪

More Trump Economy RESULTS: https://t.co/Vp0aWvbot1",2020-02-12 14:18:37.532382,Sun Feb 09 00:01:43 +0000 2020
1226294786765750272,Donald J. Trump,10184,"RT @GOPChairwoman: Democrats have only used their House majority to conduct witch hunts and smear @realDonaldTrump.
 
@RepJeffDuncan is rig…",2020-02-12 14:18:37.532384,Sun Feb 09 00:00:35 +0000 2020
1226293358026526725,Donald J. Trump,8689,RT @parscale: Karma,2020-02-12 14:18:37.532387,Sat Feb 08 23:54:54 +0000 2020
1226293300640075776,Donald J. Trump,20199,RT @DonaldJTrumpJr: It’s an honor to be in the fight with you dad and I’d do it 1000 times over to make sure that you can keep delivering o…,2020-02-12 14:18:37.532389,Sat Feb 08 23:54:40 +0000 2020
1226293097832812544,Donald J. Trump,5799,"RT @kayleighmcenany: .⁦@TeamTrump⁩ is coming to Colorado for an ⁦@realDonaldTrump⁩ rally! 

Join us on Feb. 20th! ⬇️ https://t.co/7RDISi3PjI",2020-02-12 14:18:37.532391,Sat Feb 08 23:53:52 +0000 2020
1226293043696951298,Donald J. Trump,6220,"RT @GeauxScalise: This Week: @realDonaldTrump was the only winner in Iowa.

Next Week: I'm headed to New Hampshire with @TeamTrump to keep…",2020-02-12 14:18:37.532393,Sat Feb 08 23:53:39 +0000 2020
1226292984909529089,Donald J. Trump,5396,"RT @ScottforFlorida: Looking forward to joining @TeamTrump in New Hampshire next week! 

The message is simple: it’s optimism vs. socialism…",2020-02-12 14:18:37.532395,Sat Feb 08 23:53:25 +0000 2020
1226292851375562752,Donald J. Trump,4087,RT @kayleighmcenany: Watching this Democrat debate makes me so confident that @TeamTrump &amp; @realDonaldTrump will be celebrating on November…,2020-02-12 14:18:37.532397,Sat Feb 08 23:52:53 +0000 2020
1226292688057663488,Donald J. Trump,7624,"RT @kayleighmcenany: These Dems are TALKING about what they would do for the black community, but look at what @realDonaldTrump has actuall…",2020-02-12 14:18:37.532399,Sat Feb 08 23:52:14 +0000 2020
1226292615735316481,Donald J. Trump,5509,RT @kayleighmcenany: Make no mistake: the #DemDebate plan for climate change is to eliminate more than 1 million jobs in America by elimina…,2020-02-12 14:18:37.532401,Sat Feb 08 23:51:57 +0000 2020
1226292499079102465,Donald J. Trump,6370,"RT @kayleighmcenany: #DemDebate moderator: What will you do about child poverty?

Elect @realDonaldTrump should be the answer because...

A…",2020-02-12 14:18:37.532403,Sat Feb 08 23:51:29 +0000 2020
1226292433148837888,Donald J. Trump,4801,"RT @FrancisBrennan: ""This was a week that clearly wasn't good for the Democratic Party. It was there no good, terrible, rotten week."" - CNN…",2020-02-12 14:18:37.532405,Sat Feb 08 23:51:14 +0000 2020
1226292290039296000,Donald J. Trump,9631,"RT @parscale: We are not just going for black voters, @realDonaldTrump is delivering results to the community:

✅ School Choice

✅ HBCU Gra…",2020-02-12 14:18:37.532406,Sat Feb 08 23:50:40 +0000 2020
1226291413610045443,Donald J. Trump,13587,A great coach and a fantastic guy. His endorsement of me in Indiana was a very big deal! https://t.co/PBqvDaamoO,2020-02-12 14:18:37.532410,Sat Feb 08 23:47:11 +0000 2020
1226274676659412992,Donald J. Trump,4806,"RT @RepTedBudd: Thanks for the lift, Mr. President! 

Headed back home to North Carolina with @realDonaldTrump for the Opportunity Now Summ…",2020-02-12 14:18:37.532411,Sat Feb 08 22:40:40 +0000 2020
1226251504086065152,Donald J. Trump,48298,"Pete Rose played Major League Baseball for 24 seasons, from 1963-1986, and had more hits, 4,256, than any other pla… https://t.co/gKOYI9Qzwg",2020-02-12 14:18:37.532414,Sat Feb 08 21:08:35 +0000 2020
1226232221448724481,Donald J. Trump,7793,"RT @RepMikeJohnson: Congrats @Jim_Jordan and @RepMarkMeadows! Proud to serve alongside both of you.
https://t.co/vCovyao6gR",2020-02-12 14:18:37.532415,Sat Feb 08 19:51:58 +0000 2020
1226232079203160064,Donald J. Trump,6959,"RT @RepMikeJohnson: In the end, this was a good week at the Capitol. For the first time since Democrats took control of the House last year…",2020-02-12 14:18:37.532418,Sat Feb 08 19:51:24 +0000 2020
1226231848524746752,Donald J. Trump,25411,RT @RepMikeJohnson: forever https://t.co/4j84PT678R,2020-02-12 14:18:37.532419,Sat Feb 08 19:50:29 +0000 2020
1226231743340064773,Donald J. Trump,4444,RT @RepDLesko: Looking forward to hearing from President @realdonaldtrump on his ACQUITTAL! https://t.co/v274u6mUXo,2020-02-12 14:18:37.532421,Sat Feb 08 19:50:04 +0000 2020
1226231448992174080,Donald J. Trump,3995,RT @KTAR923: Here's how President Donald Trump thanked @RepAndyBiggsAZ  and @RepDLesko of Arizona. https://t.co/kClBsfalKM,2020-02-12 14:18:37.532423,Sat Feb 08 19:48:54 +0000 2020
1226231262928678915,Donald J. Trump,9537,Total and complete Endorsement for Debbie Lesko! @RepDLesko  Love Arizona. https://t.co/6NOWc7stoc,2020-02-12 14:18:37.532425,Sat Feb 08 19:48:10 +0000 2020
1226229268830662656,Donald J. Trump,17675,Governor Cuomo wanted to see me this weekend. He just canceled. Very hard to work with New York - So stupid. All th… https://t.co/1pILWXujS4,2020-02-12 14:18:37.532427,Sat Feb 08 19:40:14 +0000 2020
1226227471554666497,Donald J. Trump,10465,"RT @RepMarkMeadows: Democrats try to impeach him, corporate media spends all day attacking him, and all President Trump does is keep on fue…",2020-02-12 14:18:37.532429,Sat Feb 08 19:33:06 +0000 2020
1226227384166342657,Donald J. Trump,9311,"RT @RepAndyBiggsAZ: Congratulations to my friends and colleagues, @Jim_Jordan &amp; @RepMarkMeadows, on their new positions as the Ranking Memb…",2020-02-12 14:18:37.532431,Sat Feb 08 19:32:45 +0000 2020
1226227311730733056,Donald J. Trump,4825,RT @jdanbishop: Boarding Air Force One ✈️ heading to Charlotte for the NC #OpportunityNOW Summit with @realDonaldTrump @RepMarkMeadows http…,2020-02-12 14:18:37.532433,Sat Feb 08 19:32:27 +0000 2020
1226227003248037888,Donald J. Trump,11512,"RT @Scavino45: “The only victories that matter in Washington are victories that deliver for the AMERICAN PEOPLE!”
@POTUS @realDonaldTrump h…",2020-02-12 14:18:37.532436,Sat Feb 08 19:31:14 +0000 2020
1226222654019035142,Donald J. Trump,24050,"More Fake News. This was photoshopped, obviously, but the wind was strong and the hair looks good? Anything to deme… https://t.co/4ojKpDQ4Iu",2020-02-12 14:18:37.532438,Sat Feb 08 19:13:57 +0000 2020
1226219499847811072,Donald J. Trump,27775,We will not be touching your Social Security or Medicare in Fiscal 2021 Budget. Only the Democrats will destroy the… https://t.co/U4Ruz6CQ3y,2020-02-12 14:18:37.532440,Sat Feb 08 19:01:25 +0000 2020
1226214932494114816,Donald J. Trump,11686,"...the worst weeks ever.” She could have had a much better week if Crazy Nancy, who is the most overrated person in… https://t.co/96RF6Splef",2020-02-12 14:18:37.532442,Sat Feb 08 18:43:16 +0000 2020
1226214925246324736,Donald J. Trump,12795,".@RepDebDingell, who called me, tears flowing, to thank me for rolling out the maximum “Red Carpet” for the funeral… https://t.co/mXjLZ968hF",2020-02-12 14:18:37.532444,Sat Feb 08 18:43:14 +0000 2020
1226166432431558656,Donald J. Trump,16413,"The only way to stop the crazed Radical Left, Do Nothing Democrats “is for the Republican Senate to run an offense… https://t.co/m5Hvj3MSDj",2020-02-12 14:18:37.532445,Sat Feb 08 15:30:33 +0000 2020
1226162962873962503,Donald J. Trump,26181,"Crazy Nancy Pelosi’s Impeachment Hoax has lifted Republican Congressional Polls (she lost the House once before!),… https://t.co/e4NjSq2dvU",2020-02-12 14:18:37.532447,Sat Feb 08 15:16:46 +0000 2020
1226159743456161795,Donald J. Trump,17923,Thank you Iowa for the RECORD vote we just received in the Primary. The Dems were 25% down (although their votes ar… https://t.co/ecDZEJMEhM,2020-02-12 14:18:37.532448,Sat Feb 08 15:03:58 +0000 2020
1226155943534190593,Donald J. Trump,18885,"RT @realDonaldTrump: Great poll in Iowa, where I just landed for a Big Rally! #KAG2020🇺🇸 https://t.co/4YCo01XYCn",2020-02-12 14:18:37.532449,Sat Feb 08 14:48:52 +0000 2020
1226154003551178752,Donald J. Trump,20675,"....was given a horrendous report by his superior, the man he reported to, who publicly stated that Vindman had pro… https://t.co/7wDwzPyqzn",2020-02-12 14:18:37.532451,Sat Feb 08 14:41:09 +0000 2020
1226154000971681795,Donald J. Trump,27698,Fake News @CNN &amp; MSDNC keep talking about “Lt. Col.” Vindman as though I should think only how wonderful he was. Ac… https://t.co/5A9tYC1oFv,2020-02-12 14:18:37.532453,Sat Feb 08 14:41:09 +0000 2020
1226123356526825472,Donald J. Trump,26582,RT @realDonaldTrump: I was very surprised &amp; disappointed that Senator Joe Manchin of West Virginia voted against me on the Democrat’s total…,2020-02-12 14:18:37.532454,Sat Feb 08 12:39:23 +0000 2020
1226123345827069952,Donald J. Trump,17801,"RT @realDonaldTrump: ....always continue. Every Republican Senator except Romney, many highly religious people, all very smart, voted again…",2020-02-12 14:18:37.532456,Sat Feb 08 12:39:20 +0000 2020
1226121850595553280,Donald J. Trump,9623,RT @DonaldJTrumpJr: Despite nonstop efforts from Democrats and their media lap dogs to destroy Donald Trump and his efforts to rebuild Amer…,2020-02-12 14:18:37.532458,Sat Feb 08 12:33:24 +0000 2020
1226121611377627136,Donald J. Trump,17228,"RT @DonaldJTrumpJr: On the bright side, he may still be able to take the defense minister position in the Ukraine that he was offered a few…",2020-02-12 14:18:37.532460,Sat Feb 08 12:32:27 +0000 2020
1226121496411680769,Donald J. Trump,7977,RT @ArthurSchwartz: Reminder: democrats that are now lecturing us on foreign policy vehemently opposed President Trump’s  nomination of @Ri…,2020-02-12 14:18:37.532461,Sat Feb 08 12:31:59 +0000 2020
1226121377826136064,Donald J. Trump,30049,"RT @realDonaldTrump: After years building up other countries, we are finally rebuilding OUR Country. From our inner cities to our rural com…",2020-02-12 14:18:37.532462,Sat Feb 08 12:31:31 +0000 2020
1226121329511993344,Donald J. Trump,6720,"RT @mattgaetz: Today ⁦@kimguilfoyle⁩ led #MAGA Nation in a massive fundraising effort for ⁦@realDonaldTrump⁩. 

I don’t want to break the n…",2020-02-12 14:18:37.532463,Sat Feb 08 12:31:19 +0000 2020
1226120765814267904,Donald J. Trump,12942,"RT @tedcruz: Bizarro World.  Obama DOJ abusing FISA process, creating fraudulent documents to target Trump—Not Scary. Barr saying DON’T abu…",2020-02-12 14:18:37.532465,Sat Feb 08 12:29:05 +0000 2020
1226120044414996480,Donald J. Trump,13030,"RT @AmericaFirstPAC: Not a single Democrat will openly denounce socialism or a socialist candidate. 

This is the true Democratic Party.

#…",2020-02-12 14:18:37.532467,Sat Feb 08 12:26:13 +0000 2020
1226120006011965440,Donald J. Trump,12932,RT @RichardGrenell: Now would be a good time to note that NATO is funded by $130 BILLION more today (and $400 BILLION coming by 2024) becau…,2020-02-12 14:18:37.532468,Sat Feb 08 12:26:04 +0000 2020
1226119776168218626,Donald J. Trump,7204,RT @TrumpWarRoom: WATCH: Former Obama national security advisor Gen. James Jones praises @RealDonaldTrump decision to strike Iranian terror…,2020-02-12 14:18:37.532469,Sat Feb 08 12:25:09 +0000 2020
1226119678931673088,Donald J. Trump,10405,RT @DonaldJTrumpJr: Apparently Joe Biden thinks shouting his gibberish more loudly than usual will overcome that he had a dismal 4th place…,2020-02-12 14:18:37.532470,Sat Feb 08 12:24:46 +0000 2020
1226119555879231489,Donald J. Trump,6501,RT @DonaldJTrumpJr: Joe’s lying as usual. #DemDebates,2020-02-12 14:18:37.532472,Sat Feb 08 12:24:16 +0000 2020
1226119503723073536,Donald J. Trump,5807,RT @ArthurSchwartz: Mayor Pete says he can’t answer @davidmuir’s question about whether he would have approved a strike on Soleimani becaus…,2020-02-12 14:18:37.532473,Sat Feb 08 12:24:04 +0000 2020
1226119494327775232,Donald J. Trump,13356,"RT @DonaldJTrumpJr: The #DemDebates are really the best TV advertising @realDonaldTrump’s could possibly buy to guarantee re-election. 

Ju…",2020-02-12 14:18:37.532474,Sat Feb 08 12:24:02 +0000 2020
1226119343957856256,Donald J. Trump,10641,Not good! https://t.co/eC3Xjy2ChX,2020-02-12 14:18:37.532477,Sat Feb 08 12:23:26 +0000 2020
1226118424067280898,Donald J. Trump,8833,RT @VanJones68: Bloomberg has a problem because of what he did with stop-and-frisk. It was a HORROR SHOW to be Black or Latino in New York…,2020-02-12 14:18:37.532478,Sat Feb 08 12:19:47 +0000 2020
1226118168843866112,Donald J. Trump,8850,"RT @SteveGuest: Chris Christie: Pete Buttigieg was ""outright lying about his record,” and when called out he “looked like a deer in the hea…",2020-02-12 14:18:37.532479,Sat Feb 08 12:18:46 +0000 2020
1226118041840300032,Donald J. Trump,8000,RT @DonaldJTrumpJr: *He Won’t,2020-02-12 14:18:37.532481,Sat Feb 08 12:18:16 +0000 2020
1226117805617053697,Donald J. Trump,7387,"RT @GOPChairwoman: While 2020 Democrats talk about helping the African American community, @realDonaldTrump has acted:

*Most funding for B…",2020-02-12 14:18:37.532482,Sat Feb 08 12:17:19 +0000 2020
1226117705675218945,Donald J. Trump,5510,"RT @DiamondandSilk: Poverty Has Hit The Lowest Level In Two Decades Thanks To @realDonaldTrump.  
#DemDebate  #democraticdebate",2020-02-12 14:18:37.532483,Sat Feb 08 12:16:55 +0000 2020
1226117648641089536,Donald J. Trump,6374,"RT @GOPChairwoman: The #DemDebate was emblematic of the Democrats' week: a total disaster, short on ideas to actually help Americans.

@rea…",2020-02-12 14:18:37.532484,Sat Feb 08 12:16:42 +0000 2020
1226117574989099011,Donald J. Trump,5840,"RT @KatrinaPierson: What did Americans learn from tonight’s #DemDebate? 

Democrats want to beat Trump more than they want to work for the…",2020-02-12 14:18:37.532486,Sat Feb 08 12:16:24 +0000 2020
1226117488703889408,Donald J. Trump,4111,RT @CLewandowski_: Can’t wait to join @JudgeJeanine tonight on @FoxNews. It’s been one hell of a great week for @realDonaldTrump - look for…,2020-02-12 14:18:37.532487,Sat Feb 08 12:16:04 +0000 2020
1226117291970105344,Donald J. Trump,14947,"RT @DanScavino: WAIT FOT IT....
⚠️This may cause #TDS🤯 https://t.co/ha4u7VpACd",2020-02-12 14:18:37.532488,Sat Feb 08 12:15:17 +0000 2020
1226117256712683520,Donald J. Trump,27191,RT @realDonaldTrump: The Democrat Party has given up on counting votes in Iowa. Looks like it all got computer “fried”. Nobody knows who th…,2020-02-12 14:18:37.532489,Sat Feb 08 12:15:08 +0000 2020
1226116956731969537,Donald J. Trump,26023,"RT @realDonaldTrump: I think they should blame RUSSIA, RUSSIA, RUSSIA again! If they can’t count votes properly, how are they going to run…",2020-02-12 14:18:37.532490,Sat Feb 08 12:13:57 +0000 2020
1226116875018526721,Donald J. Trump,5189,"RT @Jim_Jordan: America is winning!

https://t.co/ikCmaJmdoe",2020-02-12 14:18:37.532492,Sat Feb 08 12:13:37 +0000 2020
1226116787114213376,Donald J. Trump,12376,RT @realDonaldTrump: https://t.co/9GEW2VZu5h,2020-02-12 14:18:37.532494,Sat Feb 08 12:13:16 +0000 2020
1225979868221001733,Donald J. Trump,37981,https://t.co/gsZyUFlTPJ,2020-02-12 14:18:37.532495,Sat Feb 08 03:09:12 +0000 2020
1225923945691537408,Donald J. Trump,30049,"After years building up other countries, we are finally rebuilding OUR Country. From our inner cities to our rural… https://t.co/MYWMuWNh9I",2020-02-12 14:18:37.532496,Fri Feb 07 23:26:59 +0000 2020
1225901404600049664,Donald J. Trump,17801,"....always continue. Every Republican Senator except Romney, many highly religious people, all very smart, voted ag… https://t.co/6xM9ecgTiC",2020-02-12 14:18:37.532498,Fri Feb 07 21:57:25 +0000 2020
1225901400573513728,Donald J. Trump,26582,I was very surprised &amp; disappointed that Senator Joe Manchin of West Virginia voted against me on the Democrat’s to… https://t.co/ourOr6IJBm,2020-02-12 14:18:37.532499,Fri Feb 07 21:57:24 +0000 2020
1225872068832628737,Donald J. Trump,17579,"Great to be in Charlotte, North Carolina as we expand and grow this unprecedented economic momentum. Today, we laun… https://t.co/3U8F7tPg07",2020-02-12 14:18:37.532500,Fri Feb 07 20:00:51 +0000 2020
1225839566197641216,Donald J. Trump,33307,"Another win just in. Nervous Nancy Pelosi and the Democrats in Congress sued me, thrown out. This one unanimous, in… https://t.co/1HecxfP4CJ",2020-02-12 14:18:37.532501,Fri Feb 07 17:51:42 +0000 2020
1225837194050334720,Donald J. Trump,8960,RT @dbongino: President Trump's best week ever continues 👇https://t.co/bbFfdSVE4p,2020-02-12 14:18:37.834913,Fri Feb 07 17:42:16 +0000 2020
1225837032326361088,Donald J. Trump,28470,RT @jsolomonReports: Breaking: Mueller’s team was told by key witness in 2018 that Russia collusion evidence found in Ukraine was fabricate…,2020-02-12 14:18:37.834924,Fri Feb 07 17:41:38 +0000 2020
1225836950881329152,Donald J. Trump,9418,RT @ErinMPerrine: Morning in America 🇺🇸 https://t.co/aC9LpvcUN4,2020-02-12 14:18:37.834926,Fri Feb 07 17:41:18 +0000 2020
1225836006022103040,Donald J. Trump,18390,"RT @LizRNC: Whether he realizes it or not, Andrew Weissmann just admitted what we always knew:

The purpose of the Mueller investigation wa…",2020-02-12 14:18:37.834928,Fri Feb 07 17:37:33 +0000 2020
1225835894906613761,Donald J. Trump,6096,RT @dbongino: 👇🏻👇🏻👇🏻,2020-02-12 14:18:37.834930,Fri Feb 07 17:37:06 +0000 2020
1225835836945526787,Donald J. Trump,8552,"RT @dbongino: The hapless Dems are still in denial, &amp; it’s hilarious to watch. They’re still claiming, despite ALL evidence to the contrary…",2020-02-12 14:18:37.834932,Fri Feb 07 17:36:53 +0000 2020
1225835449379258368,Donald J. Trump,8577,RT @TomFitton: Vindman's behavior is a scandal. He should be removed from the @RealDonaldTrump White House ASAP to protect our foreign poli…,2020-02-12 14:18:37.834934,Fri Feb 07 17:35:20 +0000 2020
1225835426214113280,Donald J. Trump,5723,"RT @TomFitton: ICYMI, because of dishonest liberal media that was conspiring with Pelosi-Schiff coup cabal to try to destroy @RealDonaldTru…",2020-02-12 14:18:37.834936,Fri Feb 07 17:35:15 +0000 2020
1225835182730571777,Donald J. Trump,21921,"RT @RepThomasMassie: I’d fire him. I listened to his testimony in the SCIF. He’s a leaker, not a whistleblower. Vindman was upset that @rea…",2020-02-12 14:18:37.834938,Fri Feb 07 17:34:17 +0000 2020
1225834970209374208,Donald J. Trump,8569,RT @dbongino: House Republicans Rebuke FBI Director Wray for Tepid Response to Damning IG Report https://t.co/BRE8wAvy9X,2020-02-12 14:18:37.834940,Fri Feb 07 17:33:26 +0000 2020
1225834485599440896,Donald J. Trump,7506,RT @dbongino: Trump Boom: U.S. Adds 225k Jobs in January--FAR Surpassing Wall St. Estimates https://t.co/z18Q8JIBJ0,2020-02-12 14:18:37.834942,Fri Feb 07 17:31:30 +0000 2020
1225822965788532737,Donald J. Trump,13533,"JOBS, JOBS, JOBS!
#PromisesMadePromisesKept🇺🇸 https://t.co/yIOxpzCNb7",2020-02-12 14:18:37.834944,Fri Feb 07 16:45:44 +0000 2020
1225820694723862528,Donald J. Trump,13923,Iowa and New Hampshire will not be moved from the Primary Schedule as long as I am President. Great tradition!,2020-02-12 14:18:37.834946,Fri Feb 07 16:36:42 +0000 2020
1225820258797314048,Donald J. Trump,9363,Off to North Carolina! https://t.co/dreH1rw3sz,2020-02-12 14:18:37.834948,Fri Feb 07 16:34:58 +0000 2020
1225819491860393984,Donald J. Trump,27191,The Democrat Party has given up on counting votes in Iowa. Looks like it all got computer “fried”. Nobody knows who… https://t.co/mu1pDTef4g,2020-02-12 14:18:37.834950,Fri Feb 07 16:31:56 +0000 2020
1225779021755142145,Donald J. Trump,12376,https://t.co/9GEW2VZu5h,2020-02-12 14:18:37.834952,Fri Feb 07 13:51:07 +0000 2020
1225766149473947651,Donald J. Trump,26023,"I think they should blame RUSSIA, RUSSIA, RUSSIA again! If they can’t count votes properly, how are they going to r… https://t.co/HhAblDjSKj",2020-02-12 14:18:37.834954,Fri Feb 07 12:59:58 +0000 2020
1225764923948634113,Donald J. Trump,33536,Welcome back James! https://t.co/m116MGrrRo,2020-02-12 14:18:37.834956,Fri Feb 07 12:55:06 +0000 2020
1225763059777638403,Donald J. Trump,10938,"Very true, thank you Ted &amp; John. I love Texas! https://t.co/NoWTheat7Z",2020-02-12 14:18:37.834958,Fri Feb 07 12:47:41 +0000 2020
1225762604402008066,Donald J. Trump,10116,"RT @RandPaul: Since President Trump’s election, some members of the Democrat Party have been determined to impeach him. First, it was so-ca…",2020-02-12 14:18:37.834960,Fri Feb 07 12:45:53 +0000 2020
1225762581178146818,Donald J. Trump,8446,RT @RandPaul: Democrats cooked up two articles of impeachment to accomplish their goal and even attempt to prevent future ballot access. Th…,2020-02-12 14:18:37.834962,Fri Feb 07 12:45:47 +0000 2020
1225762504023957506,Donald J. Trump,14797,RT @RandPaul: I stand with @realDonaldTrump! Let’s bring our troops home! Time to leave the endless wars in the Middle East.,2020-02-12 14:18:37.834964,Fri Feb 07 12:45:29 +0000 2020
1225762457894948864,Donald J. Trump,4665,RT @SergioGor: Today @RandPaul spoke with @mikeallen about the impeachment charade. From the interview: @realDonaldTrump will come out stro…,2020-02-12 14:18:37.834966,Fri Feb 07 12:45:18 +0000 2020
1225761882411282432,Donald J. Trump,11251,RT @marcorubio: The Speaker embarrassed herself by ripping up her paper copy of the speech in dramatic fashion. So pathetic. #SOTU2020,2020-02-12 14:18:37.834968,Fri Feb 07 12:43:00 +0000 2020
1225761835544121346,Donald J. Trump,5589,"RT @marcorubio: Last night at the #SOTU2020 two things were very clear:

1. ⁦@POTUS⁩ is firmly committed to helping #Venezuela restore its…",2020-02-12 14:18:37.834970,Fri Feb 07 12:42:49 +0000 2020
1225761729868595201,Donald J. Trump,5215,"RT @marcorubio: Jobs,security,health care &amp; the education of their children is what matters to people in the real world. Not the silly temp…",2020-02-12 14:18:37.834972,Fri Feb 07 12:42:24 +0000 2020
1225761417233653760,Donald J. Trump,17443,RT @tedcruz: Welcome back. Avenatti won Iowa.,2020-02-12 14:18:37.834974,Fri Feb 07 12:41:10 +0000 2020
1225761283263340544,Donald J. Trump,7669,"RT @tedcruz: It keeps getting worse. As the 2020 Dems get more &amp; more anti-Israel, will any of them stand up and condemn comments like thes…",2020-02-12 14:18:37.834976,Fri Feb 07 12:40:38 +0000 2020
1225761174639333377,Donald J. Trump,8246,RT @tedcruz: One would think a Native American woman would be more welcoming.,2020-02-12 14:18:37.834978,Fri Feb 07 12:40:12 +0000 2020
1225761032376901632,Donald J. Trump,6675,So do I! https://t.co/al7O6HHT9w,2020-02-12 14:18:37.834980,Fri Feb 07 12:39:38 +0000 2020
1225760661155827712,Donald J. Trump,16094,RT @senatemajldr: Moments like this are what the Senate was made for. The Framers knew the country would need a firewall to keep partisan f…,2020-02-12 14:18:37.834982,Fri Feb 07 12:38:09 +0000 2020
1225760586790821888,Donald J. Trump,14966,"RT @senatemajldr: The architects of this impeachment claimed they were defending norms and traditions. In reality, it was an assault on bot…",2020-02-12 14:18:37.834984,Fri Feb 07 12:37:52 +0000 2020
1225752603096682496,Donald J. Trump,6386,RT @TomFitton: Flashback.,2020-02-12 14:18:37.834986,Fri Feb 07 12:06:08 +0000 2020
1225752546582634497,Donald J. Trump,5787,RT @TomFitton: HUGE Schiff Coup Fail -- @RealDonaldTrump should pursue justice!; @JudicialWatch sues on Biden/Burisma AND the so-called Whi…,2020-02-12 14:18:37.834989,Fri Feb 07 12:05:55 +0000 2020
1225752223495356416,Donald J. Trump,17304,"RT @charliekirk11: Joe Biden keeps saying he’s going to “beat Trump like a drum” in the general election

Let me get this straight, he’s go…",2020-02-12 14:18:37.834991,Fri Feb 07 12:04:38 +0000 2020
1225752131640135685,Donald J. Trump,8082,"RT @charliekirk11: Facts:

90% of Americans are satisfied with their personal life—a record high

63% approve of Trump's handling of the ec…",2020-02-12 14:18:37.834993,Fri Feb 07 12:04:16 +0000 2020
1225751490226216960,Donald J. Trump,13503,"RT @charliekirk11: BOOM:

Another terrorist leader has been wiped off the face of the earth thanks to @realDonaldTrump

Al Qaeda leader Qas…",2020-02-12 14:18:37.834995,Fri Feb 07 12:01:43 +0000 2020
1225751261976416257,Donald J. Trump,10751,Thank you Charlie! https://t.co/fG7YXOCk9R,2020-02-12 14:18:37.834997,Fri Feb 07 12:00:48 +0000 2020
1225746288647561216,Donald J. Trump,23278,"RT @RealCandaceO: Trump: boosted the economy, defeated ISIS, got millions off of food stamps and welfare, destroyed terrorists. 

Nancy Pel…",2020-02-12 14:18:37.834999,Fri Feb 07 11:41:03 +0000 2020
1225745941778575360,Donald J. Trump,16683,"RT @dbongino: Short List of Debunked Democrat Hoaxes:
1) Russian collusion ❌
2) Ukrainian quid pro quo ❌
3) the Steele dossier❌
4) the pee…",2020-02-12 14:18:37.835001,Fri Feb 07 11:39:40 +0000 2020
1225745500244258816,Donald J. Trump,6323,RT @RepAndyBiggsAZ: ACQUITTED FOR LIFE. https://t.co/IRUO7TL5DN,2020-02-12 14:18:37.835003,Fri Feb 07 11:37:55 +0000 2020
1225745035146252289,Donald J. Trump,5034,"RT @RepMattGaetz: During his State of the Union address, the President stated that any assault on our freedom would be met with overwhelmin…",2020-02-12 14:18:37.835005,Fri Feb 07 11:36:04 +0000 2020
1225744971032072193,Donald J. Trump,4466,"RT @RepMattGaetz: On behalf of the thousands of patriots in Northwest Florida, I thank President Trump for his swift action in eliminating…",2020-02-12 14:18:37.835007,Fri Feb 07 11:35:48 +0000 2020
1225744920151052288,Donald J. Trump,9297,"RT @RepMattGaetz: On Sunday, Qasim al-Rimi, a cofounder of al-Qa’ida in the Arabian Peninsula, claimed responsibility for the terrorist att…",2020-02-12 14:18:37.835015,Fri Feb 07 11:35:36 +0000 2020
1225744828962656256,Donald J. Trump,5825,RT @LouDobbs: Triumphant Trump. @RepMattGaetz says @POTUS’ impeachment vindication will result in a Republican-led Congress &amp; presidency af…,2020-02-12 14:18:37.835017,Fri Feb 07 11:35:15 +0000 2020
1225744744032198656,Donald J. Trump,6800,RT @RepLeeZeldin: This is a really bad time to be a terrorist targeting the US. Sleeping with one eye open just isn’t good enough for these…,2020-02-12 14:18:37.835019,Fri Feb 07 11:34:54 +0000 2020
1225744639522725888,Donald J. Trump,7184,"RT @RepMarkMeadows: Greatest, bravest military in the world led by a President who lets them do their jobs and holds terrorists to account.…",2020-02-12 14:18:37.835021,Fri Feb 07 11:34:29 +0000 2020
1225744337159544833,Donald J. Trump,11431,RT @DevinNunes: Great to attend today’s celebration at the White House with ⁦@realDonaldTrump⁩ https://t.co/2nybEPlPlz,2020-02-12 14:18:37.835023,Fri Feb 07 11:33:17 +0000 2020
1225744305123360768,Donald J. Trump,14350,"RT @RepLeeZeldin: Devin Nunes is a warrior for truth. He exposed the Carter Page FISA warrant abuse while Schiff, Nadler &amp; the main stream…",2020-02-12 14:18:37.835025,Fri Feb 07 11:33:10 +0000 2020
